po_number,package_ship_date,shipping_service_level_code,package_tracking_number,ship_from_name,ship_from_address_1,ship_from_city,ship_from_region,ship_from_postal,package_sscc_barcode,line_item_sku,line_item_quantity
0238209253,2026-04-30T00:00:00-05:00,FECG,380939097584,Manor Luxe Xia Home Fashions,230 HIDDEN BRANCHES TRL,CANTON,GA,30115-3460,0238209253,XD750291248,1
